epoch,categorical_crossentropy,loss,val_categorical_crossentropy,val_loss
0,2.5270605087280273,2.5270605087280273,2.1826863288879395,2.1826863288879395
1,2.160444736480713,2.160444736480713,1.8991808891296387,1.8991808891296387
2,2.0097250938415527,2.0097250938415527,1.799869418144226,1.799869418144226
3,1.8906406164169312,1.8906406164169312,1.7006008625030518,1.7006008625030518
4,1.8160370588302612,1.8160370588302612,1.6241512298583984,1.6241512298583984
5,1.7349910736083984,1.7349910736083984,1.5551432371139526,1.5551432371139526
6,1.6879390478134155,1.6879390478134155,1.4868956804275513,1.4868956804275513
7,1.6145305633544922,1.6145305633544922,1.440601110458374,1.440601110458374
8,1.5527398586273193,1.5527398586273193,1.3879643678665161,1.3879643678665161
9,1.5091383457183838,1.5091383457183838,1.3432823419570923,1.3432823419570923
10,1.4642773866653442,1.4642773866653442,1.332808256149292,1.332808256149292
11,1.4221231937408447,1.4221231937408447,1.2943902015686035,1.2943902015686035
12,1.3772541284561157,1.3772541284561157,1.2478142976760864,1.2478142976760864
13,1.3435027599334717,1.3435027599334717,1.2320115566253662,1.2320115566253662
14,1.3108850717544556,1.3108850717544556,1.2030823230743408,1.2030823230743408
15,1.2737375497817993,1.2737375497817993,1.136389970779419,1.136389970779419
16,1.2541896104812622,1.2541896104812622,1.1544307470321655,1.1544307470321655
17,1.2254213094711304,1.2254213094711304,1.1042591333389282,1.1042591333389282
18,1.1955628395080566,1.1955628395080566,1.0810015201568604,1.0810015201568604
19,1.1657110452651978,1.1657110452651978,1.0682690143585205,1.0682690143585205
20,1.1421581506729126,1.1421581506729126,1.0492860078811646,1.0492860078811646
21,1.1303377151489258,1.1303377151489258,1.0449897050857544,1.0449897050857544
22,1.1239010095596313,1.1239010095596313,1.005569338798523,1.005569338798523
23,1.0962449312210083,1.0962449312210083,0.9922587275505066,0.9922587275505066
24,1.082275390625,1.082275390625,0.9854121208190918,0.9854121208190918
25,1.063685417175293,1.063685417175293,0.9883513450622559,0.9883513450622559
26,1.047887921333313,1.047887921333313,0.9839524626731873,0.9839524626731873
27,1.0352709293365479,1.0352709293365479,0.9484550952911377,0.9484550952911377
28,1.0234405994415283,1.0234405994415283,0.9693789482116699,0.9693789482116699
29,0.998994767665863,0.998994767665863,0.9523022770881653,0.9523022770881653
30,0.9767893552780151,0.9767893552780151,0.9247825741767883,0.9247825741767883
31,0.9782940149307251,0.9782940149307251,0.9218854904174805,0.9218854904174805
32,0.9829087257385254,0.9829087257385254,0.910595178604126,0.910595178604126
33,0.9669188857078552,0.9669188857078552,0.9200170636177063,0.9200170636177063
34,0.952934741973877,0.952934741973877,0.8960263133049011,0.8960263133049011
