epoch,categorical_crossentropy,mae,val_categorical_crossentropy,val_loss,val_mae
0,7.154725551605225,0.3747837543487549,8.004483222961426,8.004483222961426,0.27479463815689087
1,9.062845230102539,0.2314964085817337,9.324724197387695,9.324724197387695,0.19651482999324799
2,8.869621276855469,0.17852477729320526,8.145528793334961,8.145528793334961,0.16447272896766663
3,6.710816860198975,0.1538335382938385,5.4115891456604,5.4115891456604,0.1445883810520172
4,4.700826644897461,0.13977406919002533,4.252131938934326,4.252131938934326,0.13491007685661316
5,3.698437452316284,0.12946325540542603,3.5704667568206787,3.5704667568206787,0.1251818984746933
6,3.371037483215332,0.121497742831707,3.2436559200286865,3.2436559200286865,0.11761360615491867
7,3.219574451446533,0.11456148326396942,3.01385760307312,3.01385760307312,0.11182985454797745
8,3.0143210887908936,0.10896957665681839,2.8569846153259277,2.8569846153259277,0.10564330220222473
9,2.8555471897125244,0.10405188053846359,2.710211992263794,2.710211992263794,0.1022239550948143
10,2.7680652141571045,0.1004946231842041,2.69823956489563,2.69823956489563,0.09856905043125153
11,2.6110732555389404,0.097096286714077,2.5431723594665527,2.5431723594665527,0.0955810546875
12,2.506267786026001,0.09485340863466263,2.3371078968048096,2.3371078968048096,0.09337706118822098
13,2.4099953174591064,0.0927051305770874,2.3954999446868896,2.3954999446868896,0.09119325876235962
14,2.3251707553863525,0.09114272892475128,2.2863879203796387,2.2863879203796387,0.0898922011256218
15,2.2789154052734375,0.08981003612279892,2.166447401046753,2.166447401046753,0.08839338272809982
16,2.203655958175659,0.08869997411966324,2.155348777770996,2.155348777770996,0.08874865621328354
17,2.139455795288086,0.0880051925778389,2.08625864982605,2.08625864982605,0.08678783476352692
18,2.106663227081299,0.08712472766637802,2.0488593578338623,2.0488593578338623,0.08656936883926392
19,2.060434341430664,0.08658960461616516,2.0101819038391113,2.0101819038391113,0.08682691305875778
20,2.0310275554656982,0.08634185791015625,2.023266315460205,2.023266315460205,0.08508361130952835
21,1.9970414638519287,0.08590429276227951,1.9742566347122192,1.9742566347122192,0.08523109555244446
22,2.003561496734619,0.0854993537068367,1.9394115209579468,1.9394115209579468,0.0853782668709755
23,1.991593360900879,0.08534471690654755,1.931609034538269,1.931609034538269,0.08501522243022919
24,1.9640253782272339,0.08507619798183441,1.9462392330169678,1.9462392330169678,0.08407925069332123
25,1.9560691118240356,0.08482401818037033,1.944365382194519,1.944365382194519,0.08389028161764145
26,1.9327185153961182,0.08471919596195221,1.907548189163208,1.907548189163208,0.0841754749417305
27,1.9330682754516602,0.08473001420497894,1.9109660387039185,1.9109660387039185,0.08433428406715393
28,1.9361786842346191,0.08426123857498169,1.8959962129592896,1.8959962129592896,0.08472544699907303
29,1.9067919254302979,0.08444885909557343,1.9566501379013062,1.9566501379013062,0.08453091233968735
30,1.9209922552108765,0.08439814299345016,1.8787094354629517,1.8787094354629517,0.08427414298057556
31,1.920812964439392,0.08426155149936676,1.8809070587158203,1.8809070587158203,0.08371943980455399
32,1.917013168334961,0.08403608202934265,1.9048271179199219,1.9048271179199219,0.08411382883787155
33,1.8927264213562012,0.08413530886173248,1.8522894382476807,1.8522894382476807,0.08370906114578247
34,1.910955786705017,0.08397926390171051,1.8222345113754272,1.8222345113754272,0.08361223340034485
35,1.8957748413085938,0.08398892730474472,1.8790597915649414,1.8790597915649414,0.08374518156051636
36,1.8902956247329712,0.08393163979053497,1.911440134048462,1.911440134048462,0.08337821066379547
37,1.8987324237823486,0.08397272229194641,1.8607144355773926,1.8607144355773926,0.08362220227718353
38,1.8784983158111572,0.08383086323738098,1.8780558109283447,1.8780558109283447,0.0842680111527443
39,1.882127285003662,0.08399458974599838,1.8813694715499878,1.8813694715499878,0.0831058919429779
40,1.8917454481124878,0.08368873596191406,1.868229627609253,1.868229627609253,0.08359024673700333
41,1.8820161819458008,0.0837426632642746,1.8514552116394043,1.8514552116394043,0.08423114567995071
42,1.8857544660568237,0.08382371813058853,1.8331599235534668,1.8331599235534668,0.08362150937318802
43,1.8710068464279175,0.0836629718542099,1.8813458681106567,1.8813458681106567,0.08346500992774963
44,1.8769677877426147,0.08376245200634003,1.8727554082870483,1.8727554082870483,0.08293662965297699
