epoch,categorical_crossentropy,loss,val_categorical_crossentropy,val_loss
0,3.6489593982696533,3.6489593982696533,2.988929033279419,2.988929033279419
1,3.4355995655059814,3.4355995655059814,2.874228000640869,2.874228000640869
2,3.3050613403320312,3.3050613403320312,2.6711833477020264,2.6711833477020264
3,3.138443946838379,3.138443946838379,2.552304267883301,2.552304267883301
4,3.0983338356018066,3.0983338356018066,2.477876663208008,2.477876663208008
5,2.9588050842285156,2.9588050842285156,2.4136266708374023,2.4136266708374023
6,2.884448289871216,2.884448289871216,2.316586971282959,2.316586971282959
7,2.784742832183838,2.784742832183838,2.2153398990631104,2.2153398990631104
8,2.7016983032226562,2.7016983032226562,2.1203155517578125,2.1203155517578125
9,2.6018314361572266,2.6018314361572266,2.090672731399536,2.090672731399536
10,2.5462849140167236,2.5462849140167236,2.011329412460327,2.011329412460327
11,2.481825828552246,2.481825828552246,1.9672417640686035,1.9672417640686035
12,2.4264276027679443,2.4264276027679443,1.8966460227966309,1.8966460227966309
13,2.386507987976074,2.386507987976074,1.8744850158691406,1.8744850158691406
14,2.3193717002868652,2.3193717002868652,1.834337830543518,1.834337830543518
15,2.297063112258911,2.297063112258911,1.7930591106414795,1.7930591106414795
16,2.2704577445983887,2.2704577445983887,1.7704107761383057,1.7704107761383057
17,2.2314517498016357,2.2314517498016357,1.7504699230194092,1.7504699230194092
18,2.188654661178589,2.188654661178589,1.7257612943649292,1.7257612943649292
19,2.152010917663574,2.152010917663574,1.6940374374389648,1.6940374374389648
20,2.135960578918457,2.135960578918457,1.675693154335022,1.675693154335022
21,2.1240763664245605,2.1240763664245605,1.655252456665039,1.655252456665039
22,2.0801873207092285,2.0801873207092285,1.6392292976379395,1.6392292976379395
23,2.0719153881073,2.0719153881073,1.610052227973938,1.610052227973938
24,2.064892292022705,2.064892292022705,1.6146337985992432,1.6146337985992432
25,2.032414674758911,2.032414674758911,1.614604115486145,1.614604115486145
26,2.013864040374756,2.013864040374756,1.600836992263794,1.600836992263794
27,1.9978249073028564,1.9978249073028564,1.6027189493179321,1.6027189493179321
28,1.9716006517410278,1.9716006517410278,1.5902169942855835,1.5902169942855835
29,1.976235270500183,1.976235270500183,1.595119833946228,1.595119833946228
30,1.9605952501296997,1.9605952501296997,1.5914720296859741,1.5914720296859741
31,1.9372014999389648,1.9372014999389648,1.5857006311416626,1.5857006311416626
32,1.9446555376052856,1.9446555376052856,1.5806710720062256,1.5806710720062256
33,1.925134301185608,1.925134301185608,1.5721992254257202,1.5721992254257202
34,1.9113147258758545,1.9113147258758545,1.577807903289795,1.577807903289795
35,1.9038811922073364,1.9038811922073364,1.5694820880889893,1.5694820880889893
36,1.8812752962112427,1.8812752962112427,1.5723309516906738,1.5723309516906738
37,1.8834954500198364,1.8834954500198364,1.5616928339004517,1.5616928339004517
38,1.870733380317688,1.870733380317688,1.5677814483642578,1.5677814483642578
39,1.8443801403045654,1.8443801403045654,1.564854383468628,1.564854383468628
40,1.8606677055358887,1.8606677055358887,1.556960940361023,1.556960940361023
41,1.8591924905776978,1.8591924905776978,1.5763750076293945,1.5763750076293945
42,1.8311526775360107,1.8311526775360107,1.5832682847976685,1.5832682847976685
43,1.807121992111206,1.807121992111206,1.5906559228897095,1.5906559228897095
44,1.8184415102005005,1.8184415102005005,1.6013113260269165,1.6013113260269165
45,1.8148843050003052,1.8148843050003052,1.601284384727478,1.601284384727478
46,1.8025304079055786,1.8025304079055786,1.5925418138504028,1.5925418138504028
47,1.7886550426483154,1.7886550426483154,1.6039528846740723,1.6039528846740723
48,1.776367425918579,1.776367425918579,1.598780870437622,1.598780870437622
49,1.776026964187622,1.776026964187622,1.5951629877090454,1.5951629877090454
50,1.7734304666519165,1.7734304666519165,1.6330845355987549,1.6330845355987549
51,1.7519258260726929,1.7519258260726929,1.6206910610198975,1.6206910610198975
52,1.7450892925262451,1.7450892925262451,1.611519694328308,1.611519694328308
