epoch,categorical_crossentropy,loss,mae,val_categorical_crossentropy,val_loss,val_mae
0,3.5164315700531006,3.346383810043335,0.1106359213590622,3.074449062347412,2.9315736293792725,0.11063068360090256
1,3.51459002494812,3.349149703979492,0.1107063814997673,3.0686423778533936,2.9233322143554688,0.11036407947540283
2,3.4759812355041504,3.3130924701690674,0.11049715429544449,3.0719187259674072,2.928988456726074,0.11043233424425125
3,3.5139880180358887,3.349179267883301,0.11067929118871689,3.0806686878204346,2.937485694885254,0.11052757501602173
4,3.481884717941284,3.3223652839660645,0.1105031967163086,3.083026885986328,2.942037343978882,0.11050272732973099
5,3.5122783184051514,3.3448233604431152,0.11070280522108078,3.0414414405822754,2.904510021209717,0.11025094240903854
6,3.482490062713623,3.322066068649292,0.11050378531217575,3.0776736736297607,2.931823253631592,0.11040695011615753
7,3.4676904678344727,3.3055813312530518,0.11028874665498734,3.088324785232544,2.9437215328216553,0.11051731556653976
8,3.492715358734131,3.327589988708496,0.1105492115020752,3.077352285385132,2.9322054386138916,0.1104881688952446
9,3.4568493366241455,3.2946956157684326,0.11035265773534775,3.0585713386535645,2.9197545051574707,0.11037348955869675
10,3.4908804893493652,3.3276002407073975,0.1103968620300293,3.054856538772583,2.9172563552856445,0.11032132059335709
11,3.469777822494507,3.3112101554870605,0.1105414628982544,3.062251091003418,2.9150898456573486,0.11023280769586563
12,3.457832098007202,3.2967257499694824,0.11039844900369644,3.0748438835144043,2.927656412124634,0.11038488894701004
13,3.473320960998535,3.3118233680725098,0.11033152043819427,3.0448145866394043,2.9026780128479004,0.11022409051656723
14,3.465952157974243,3.3046751022338867,0.1104699894785881,3.034731149673462,2.8966386318206787,0.11024265736341476
15,3.4709653854370117,3.309314250946045,0.11051405221223831,3.0450565814971924,2.909999370574951,0.11032549291849136
16,3.4339118003845215,3.2696380615234375,0.1102852076292038,3.0545198917388916,2.9110100269317627,0.11019538342952728
17,3.457836866378784,3.2906394004821777,0.11035516858100891,3.022726535797119,2.883063316345215,0.11015242338180542
18,3.474562883377075,3.3080217838287354,0.11039765924215317,3.050189971923828,2.906642198562622,0.11031404137611389
19,3.4600181579589844,3.296595573425293,0.11032223701477051,3.033280611038208,2.8900465965270996,0.1101495698094368
20,3.4292283058166504,3.2663519382476807,0.1102600023150444,3.017892837524414,2.8736414909362793,0.1100120022892952
21,3.4490599632263184,3.2881948947906494,0.11026613414287567,3.0465784072875977,2.9066858291625977,0.110176682472229
22,3.4609310626983643,3.294264793395996,0.11042209714651108,3.0172643661499023,2.8806252479553223,0.11010503023862839
23,3.429121494293213,3.2695541381835938,0.11037523299455643,3.0326297283172607,2.889755964279175,0.11005750298500061
24,3.46264910697937,3.2986369132995605,0.11034154146909714,3.030247211456299,2.8865034580230713,0.110085628926754
25,3.4339170455932617,3.271233081817627,0.1103021502494812,3.028639554977417,2.887924909591675,0.11009608209133148
26,3.4345200061798096,3.2729718685150146,0.11017870157957077,3.0250909328460693,2.8804924488067627,0.11006658524274826
27,3.442647695541382,3.2776594161987305,0.11030721664428711,3.0259742736816406,2.8825085163116455,0.11006137728691101
28,3.412835121154785,3.254673480987549,0.11022815853357315,3.0583653450012207,2.9095163345336914,0.11024962365627289
29,3.4479057788848877,3.2829554080963135,0.11029529571533203,3.0337026119232178,2.8854687213897705,0.11005932837724686
30,3.4217936992645264,3.2625603675842285,0.11020857095718384,3.01516056060791,2.8726236820220947,0.11000221222639084
31,3.4271256923675537,3.2646141052246094,0.11034722626209259,3.026320457458496,2.8795454502105713,0.1100914478302002
32,3.420868396759033,3.257952928543091,0.1101684644818306,3.0066823959350586,2.861220359802246,0.10986556112766266
33,3.417019844055176,3.2579450607299805,0.11017747968435287,3.014646530151367,2.8737728595733643,0.11001819372177124
34,3.4327340126037598,3.2690014839172363,0.11023766547441483,3.0266261100769043,2.8798511028289795,0.11001273989677429
35,3.431694269180298,3.267332077026367,0.11027175188064575,3.0038788318634033,2.860079050064087,0.1099635511636734
36,3.420203447341919,3.2552592754364014,0.11013712733983994,3.006854295730591,2.863739490509033,0.10993583500385284
