epoch,categorical_crossentropy,mae,val_categorical_crossentropy,val_loss,val_mae
0,2.440398693084717,0.09658016264438629,2.1838321685791016,2.1838321685791016,0.08227087557315826
1,2.2088725566864014,0.08619726449251175,2.3791494369506836,2.3791494369506836,0.08537423610687256
2,2.1260664463043213,0.08602847903966904,1.9883657693862915,1.9883657693862915,0.0858125239610672
3,2.063237428665161,0.08544810861349106,1.8977351188659668,1.8977351188659668,0.08422890305519104
4,2.0619914531707764,0.08523440361022949,2.2368736267089844,2.2368736267089844,0.08565732836723328
5,2.0619351863861084,0.08507164567708969,1.9489412307739258,1.9489412307739258,0.08251116424798965
6,2.005239725112915,0.08470653742551804,1.8870019912719727,1.8870019912719727,0.08536207675933838
7,1.982305884361267,0.08413582295179367,2.0603973865509033,2.0603973865509033,0.0847717896103859
8,1.9579930305480957,0.08418824523687363,1.8964349031448364,1.8964349031448364,0.08372732251882553
9,1.9553515911102295,0.08408666402101517,1.8517926931381226,1.8517926931381226,0.08421105146408081
10,1.9411113262176514,0.08404209464788437,1.891640543937683,1.891640543937683,0.08269403874874115
11,1.9473183155059814,0.08397271484136581,1.904555082321167,1.904555082321167,0.08243075013160706
12,1.9364981651306152,0.08382298797369003,2.0224485397338867,2.0224485397338867,0.08814514428377151
13,1.924731731414795,0.08375344425439835,1.8714791536331177,1.8714791536331177,0.08577192574739456
14,1.9328315258026123,0.0837121456861496,1.8369266986846924,1.8369266986846924,0.08307293057441711
15,1.960425853729248,0.08397707343101501,1.948007345199585,1.948007345199585,0.08634378761053085
16,1.9495702981948853,0.08401039242744446,1.8842962980270386,1.8842962980270386,0.08325397968292236
17,1.9353408813476562,0.08385750651359558,1.954831838607788,1.954831838607788,0.08062636107206345
18,1.9868043661117554,0.08406893908977509,1.8878147602081299,1.8878147602081299,0.08787984400987625
19,1.9443457126617432,0.08381044119596481,1.862697958946228,1.862697958946228,0.08256851881742477
20,1.9591326713562012,0.08390136808156967,2.0433385372161865,2.0433385372161865,0.08367662876844406
21,1.9742807149887085,0.08406144380569458,1.9239797592163086,1.9239797592163086,0.08277370035648346
22,1.9661633968353271,0.08403307944536209,2.327603816986084,2.327603816986084,0.0848221704363823
23,1.9318571090698242,0.08397798985242844,2.1069602966308594,2.1069602966308594,0.08175703883171082
24,1.9503761529922485,0.08403144031763077,1.874007225036621,1.874007225036621,0.0862116813659668
25,1.9786882400512695,0.08421291410923004,2.0968658924102783,2.0968658924102783,0.08312135189771652
26,1.9273070096969604,0.08391247689723969,2.0717930793762207,2.0717930793762207,0.08546401560306549
27,1.9532561302185059,0.08418738096952438,2.121185302734375,2.121185302734375,0.08349207788705826
28,1.971608281135559,0.08433955162763596,1.9645490646362305,1.9645490646362305,0.08546749502420425
29,1.9548717737197876,0.08385942131280899,1.9667645692825317,1.9667645692825317,0.08483891189098358
30,1.9701879024505615,0.08420486003160477,2.1396188735961914,2.1396188735961914,0.08485062420368195
31,1.9849436283111572,0.08423487097024918,2.0335941314697266,2.0335941314697266,0.08772198855876923
32,1.983450174331665,0.08428414165973663,2.0840559005737305,2.0840559005737305,0.0847032368183136
33,1.9544048309326172,0.08402985334396362,1.9556094408035278,1.9556094408035278,0.0846945270895958
34,1.94839608669281,0.08415152877569199,1.8510433435440063,1.8510433435440063,0.08309516310691833
35,1.9350041151046753,0.08418700844049454,1.984389305114746,1.984389305114746,0.08628122508525848
36,1.9763386249542236,0.08402582257986069,1.9181512594223022,1.9181512594223022,0.08392984420061111
37,1.9665056467056274,0.08418764919042587,1.9052654504776,1.9052654504776,0.08213871717453003
38,1.9521551132202148,0.08405693620443344,2.113623857498169,2.113623857498169,0.08288387209177017
39,1.9357858896255493,0.08430641144514084,1.8463964462280273,1.8463964462280273,0.08891171216964722
40,1.9649850130081177,0.08417529612779617,1.8863297700881958,1.8863297700881958,0.0826360285282135
41,1.9438447952270508,0.08390328288078308,1.8901842832565308,1.8901842832565308,0.08045342564582825
42,1.9196817874908447,0.08402179181575775,1.8963536024093628,1.8963536024093628,0.08075205981731415
43,1.9628748893737793,0.08401786535978317,2.0141072273254395,2.0141072273254395,0.08529794961214066
44,1.9719370603561401,0.08431612700223923,1.8698149919509888,1.8698149919509888,0.08510740846395493
45,1.939280390739441,0.0840485543012619,1.8687022924423218,1.8687022924423218,0.08513174951076508
46,1.9389969110488892,0.0840742439031601,1.8794196844100952,1.8794196844100952,0.08219484984874725
47,1.9323300123214722,0.08407076448202133,2.117072343826294,2.117072343826294,0.08530978858470917
48,1.9409505128860474,0.08409964293241501,1.8931366205215454,1.8931366205215454,0.08361533284187317
49,1.951735496520996,0.0842384621500969,1.8758342266082764,1.8758342266082764,0.08311869949102402
50,1.9407899379730225,0.08406513929367065,1.9536490440368652,1.9536490440368652,0.07939807325601578
51,1.9476540088653564,0.08428066223859787,1.8748289346694946,1.8748289346694946,0.08528973162174225
52,1.955915927886963,0.08425680547952652,1.9615963697433472,1.9615963697433472,0.08587329834699631
53,1.930507779121399,0.0840250700712204,2.088076591491699,2.088076591491699,0.08146066218614578
54,1.9460035562515259,0.08446776866912842,1.9491230249404907,1.9491230249404907,0.08506251126527786
55,1.9441158771514893,0.08394964784383774,1.8414387702941895,1.8414387702941895,0.0860358327627182
56,1.9381306171417236,0.08414735645055771,1.9907819032669067,1.9907819032669067,0.08548016846179962
57,1.969610571861267,0.08427230268716812,1.8521705865859985,1.8521705865859985,0.08511804044246674
58,1.9409308433532715,0.08417105674743652,2.141427755355835,2.141427755355835,0.08361771702766418
59,1.957858681678772,0.0840805247426033,1.8790905475616455,1.8790905475616455,0.08688633888959885
60,1.942925214767456,0.08402401953935623,2.1259706020355225,2.1259706020355225,0.08726092427968979
61,1.963334560394287,0.0839330181479454,1.8578534126281738,1.8578534126281738,0.08497580140829086
62,1.948406457901001,0.08407799899578094,1.8545089960098267,1.8545089960098267,0.08423440158367157
63,1.9476838111877441,0.08405304700136185,2.198122978210449,2.198122978210449,0.08184268325567245
64,1.968165636062622,0.08419938385486603,1.8619109392166138,1.8619109392166138,0.0835743397474289
65,1.9377562999725342,0.08407680690288544,1.9782360792160034,1.9782360792160034,0.08790532499551773
66,1.9511747360229492,0.08412538468837738,1.8775640726089478,1.8775640726089478,0.08851195126771927
67,1.9421215057373047,0.08418218791484833,1.8730590343475342,1.8730590343475342,0.08432032912969589
68,1.9680109024047852,0.08414364606142044,1.9107050895690918,1.9107050895690918,0.0842311754822731
69,1.949530005455017,0.08404748886823654,1.8696224689483643,1.8696224689483643,0.07922733575105667
70,1.953474760055542,0.08447139710187912,2.2185330390930176,2.2185330390930176,0.0852985754609108
71,1.927441954612732,0.08397742360830307,1.9444581270217896,1.9444581270217896,0.0824032798409462
72,1.9211668968200684,0.08390958607196808,1.8785732984542847,1.8785732984542847,0.0848853811621666
73,1.9418548345565796,0.08417326211929321,1.862229824066162,1.862229824066162,0.08434290438890457
74,1.9754832983016968,0.08429980278015137,1.8656587600708008,1.8656587600708008,0.08252531290054321
75,1.9435807466506958,0.08424314111471176,1.8617233037948608,1.8617233037948608,0.08561885356903076
76,1.9618566036224365,0.08423999696969986,1.8879364728927612,1.8879364728927612,0.08558205515146255
77,1.9634002447128296,0.08408940583467484,1.8661818504333496,1.8661818504333496,0.08439859002828598
78,1.9398777484893799,0.08394157886505127,1.9137903451919556,1.9137903451919556,0.08562982082366943
