epoch,categorical_crossentropy,loss,val_categorical_crossentropy,val_loss
0,3.743605852127075,3.743605852127075,2.9106979370117188,2.9106979370117188
1,3.5078084468841553,3.5078084468841553,2.8299343585968018,2.8299343585968018
2,3.340512275695801,3.340512275695801,2.680861234664917,2.680861234664917
3,3.229443311691284,3.229443311691284,2.575261354446411,2.575261354446411
4,3.096708059310913,3.096708059310913,2.4606454372406006,2.4606454372406006
5,2.9970216751098633,2.9970216751098633,2.3353426456451416,2.3353426456451416
6,2.897138833999634,2.897138833999634,2.225053071975708,2.225053071975708
7,2.747652530670166,2.747652530670166,2.1162943840026855,2.1162943840026855
8,2.6779391765594482,2.6779391765594482,2.027721881866455,2.027721881866455
9,2.5845861434936523,2.5845861434936523,1.959975242614746,1.959975242614746
10,2.5211057662963867,2.5211057662963867,1.9034184217453003,1.9034184217453003
11,2.42598819732666,2.42598819732666,1.8540773391723633,1.8540773391723633
12,2.3501155376434326,2.3501155376434326,1.8132933378219604,1.8132933378219604
13,2.3093786239624023,2.3093786239624023,1.7766672372817993,1.7766672372817993
14,2.271015167236328,2.271015167236328,1.7364355325698853,1.7364355325698853
15,2.2308506965637207,2.2308506965637207,1.710820198059082,1.710820198059082
16,2.185353994369507,2.185353994369507,1.6912987232208252,1.6912987232208252
17,2.134885549545288,2.134885549545288,1.6721267700195312,1.6721267700195312
18,2.0842278003692627,2.0842278003692627,1.65981924533844,1.65981924533844
19,2.0813093185424805,2.0813093185424805,1.6465981006622314,1.6465981006622314
20,2.0206758975982666,2.0206758975982666,1.6222643852233887,1.6222643852233887
21,2.0293827056884766,2.0293827056884766,1.6252131462097168,1.6252131462097168
22,1.9946565628051758,1.9946565628051758,1.610135555267334,1.610135555267334
23,1.9889179468154907,1.9889179468154907,1.6042083501815796,1.6042083501815796
24,1.9636907577514648,1.9636907577514648,1.5957703590393066,1.5957703590393066
25,1.931566596031189,1.931566596031189,1.5899807214736938,1.5899807214736938
26,1.9115686416625977,1.9115686416625977,1.571217656135559,1.571217656135559
27,1.8973888158798218,1.8973888158798218,1.5659927129745483,1.5659927129745483
28,1.894288182258606,1.894288182258606,1.5734785795211792,1.5734785795211792
29,1.878352403640747,1.878352403640747,1.5639704465866089,1.5639704465866089
30,1.8545550107955933,1.8545550107955933,1.5457923412322998,1.5457923412322998
31,1.8421525955200195,1.8421525955200195,1.544973611831665,1.544973611831665
32,1.8252264261245728,1.8252264261245728,1.5465859174728394,1.5465859174728394
33,1.8087531328201294,1.8087531328201294,1.5271371603012085,1.5271371603012085
34,1.7847734689712524,1.7847734689712524,1.5213135480880737,1.5213135480880737
35,1.7921262979507446,1.7921262979507446,1.5102989673614502,1.5102989673614502
36,1.7831236124038696,1.7831236124038696,1.5061461925506592,1.5061461925506592
37,1.7663532495498657,1.7663532495498657,1.5107027292251587,1.5107027292251587
38,1.7715202569961548,1.7715202569961548,1.492798089981079,1.492798089981079
39,1.7520118951797485,1.7520118951797485,1.4881716966629028,1.4881716966629028
40,1.7203112840652466,1.7203112840652466,1.4846937656402588,1.4846937656402588
41,1.7201406955718994,1.7201406955718994,1.4793552160263062,1.4793552160263062
42,1.701039433479309,1.701039433479309,1.4718364477157593,1.4718364477157593
43,1.694427490234375,1.694427490234375,1.4713575839996338,1.4713575839996338
44,1.7003047466278076,1.7003047466278076,1.4586008787155151,1.4586008787155151
45,1.6580973863601685,1.6580973863601685,1.4560716152191162,1.4560716152191162
46,1.6652512550354004,1.6652512550354004,1.460303544998169,1.460303544998169
47,1.6596324443817139,1.6596324443817139,1.4435961246490479,1.4435961246490479
48,1.6499958038330078,1.6499958038330078,1.441750407218933,1.441750407218933
49,1.63137686252594,1.63137686252594,1.432468056678772,1.432468056678772
50,1.6389744281768799,1.6389744281768799,1.426339864730835,1.426339864730835
51,1.6161892414093018,1.6161892414093018,1.4268981218338013,1.4268981218338013
52,1.6114435195922852,1.6114435195922852,1.4239130020141602,1.4239130020141602
53,1.5848746299743652,1.5848746299743652,1.4182788133621216,1.4182788133621216
54,1.5842115879058838,1.5842115879058838,1.4116209745407104,1.4116209745407104
55,1.5875158309936523,1.5875158309936523,1.4073683023452759,1.4073683023452759
56,1.5799332857131958,1.5799332857131958,1.3974779844284058,1.3974779844284058
57,1.5610848665237427,1.5610848665237427,1.39016854763031,1.39016854763031
58,1.5658695697784424,1.5658695697784424,1.3960907459259033,1.3960907459259033
59,1.557064414024353,1.557064414024353,1.3811289072036743,1.3811289072036743
60,1.54396653175354,1.54396653175354,1.3741660118103027,1.3741660118103027
61,1.5150784254074097,1.5150784254074097,1.3762282133102417,1.3762282133102417
62,1.5120822191238403,1.5120822191238403,1.3700939416885376,1.3700939416885376
63,1.5218297243118286,1.5218297243118286,1.3668177127838135,1.3668177127838135
64,1.5129724740982056,1.5129724740982056,1.3629297018051147,1.3629297018051147
65,1.5024428367614746,1.5024428367614746,1.3679367303848267,1.3679367303848267
