epoch,categorical_crossentropy,loss,mae,val_categorical_crossentropy,val_loss,val_mae
0,1.476054072380066,1.476054072380066,0.07324880361557007,1.5675444602966309,1.5675444602966309,0.07625298202037811
1,1.2526360750198364,1.2526360750198364,0.06674563884735107,1.4351506233215332,1.4351506233215332,0.0704084262251854
2,1.17738676071167,1.17738676071167,0.06410874426364899,1.2910287380218506,1.2910287380218506,0.06715892255306244
3,1.1073832511901855,1.1073832511901855,0.061483804136514664,1.102467656135559,1.102467656135559,0.057362042367458344
4,1.0883947610855103,1.0883947610855103,0.060486480593681335,1.11662757396698,1.11662757396698,0.060390155762434006
5,1.060437560081482,1.060437560081482,0.05926484242081642,0.9997395873069763,0.9997395873069763,0.05700036138296127
6,1.0275917053222656,1.0275917053222656,0.057857945561409,0.9870234727859497,0.9870234727859497,0.05800725147128105
7,1.0130351781845093,1.0130351781845093,0.057356175035238266,1.344363808631897,1.344363808631897,0.055863335728645325
8,0.9907370209693909,0.9907370209693909,0.056351978331804276,0.9652058482170105,0.9652058482170105,0.05630399286746979
9,0.9696108102798462,0.9696108102798462,0.055392198264598846,1.049077033996582,1.049077033996582,0.05600299313664436
10,0.9499433040618896,0.9499433040618896,0.054454900324344635,1.2574098110198975,1.2574098110198975,0.057471342384815216
11,0.9436305165290833,0.9436305165290833,0.05413680896162987,0.9372594356536865,0.9372594356536865,0.05339229851961136
12,0.9296162724494934,0.9296162724494934,0.0534745417535305,1.1025004386901855,1.1025004386901855,0.05914510786533356
13,0.9140679836273193,0.9140679836273193,0.05264228582382202,0.9478458166122437,0.9478458166122437,0.055907003581523895
14,0.9144383072853088,0.9144383072853088,0.05265694856643677,0.922653317451477,0.922653317451477,0.05187202990055084
15,0.9019697308540344,0.9019697308540344,0.05214517191052437,1.1657390594482422,1.1657390594482422,0.058319494128227234
16,0.8913243412971497,0.8913243412971497,0.05168622359633446,0.9755188822746277,0.9755188822746277,0.05360349640250206
17,0.8943110704421997,0.8943110704421997,0.05157776549458504,0.9902995824813843,0.9902995824813843,0.05229595676064491
18,0.8825106620788574,0.8825106620788574,0.050995759665966034,1.1157047748565674,1.1157047748565674,0.06058533862233162
19,0.870550274848938,0.870550274848938,0.05057002976536751,0.8311877250671387,0.8311877250671387,0.050716716796159744
20,0.8611867427825928,0.8611867427825928,0.050112154334783554,0.915253221988678,0.915253221988678,0.05040554702281952
21,0.8597068786621094,0.8597068786621094,0.0500919334590435,1.0273576974868774,1.0273576974868774,0.05469643697142601
22,0.8587819337844849,0.8587819337844849,0.049778953194618225,0.9036335945129395,0.9036335945129395,0.05108441039919853
23,0.8468074202537537,0.8468074202537537,0.04923170059919357,0.8981055617332458,0.8981055617332458,0.04964291304349899
24,0.8394351601600647,0.8394351601600647,0.04909071326255798,0.8564151525497437,0.8564151525497437,0.05102027207612991
25,0.8263931274414062,0.8263931274414062,0.04862483963370323,0.8828673958778381,0.8828673958778381,0.049406085163354874
26,0.8194787502288818,0.8194787502288818,0.04824206233024597,0.8632538318634033,0.8632538318634033,0.050199318677186966
27,0.813703179359436,0.813703179359436,0.04777912423014641,0.7875072956085205,0.7875072956085205,0.0471491776406765
28,0.7987697124481201,0.7987697124481201,0.04709041863679886,0.9580187797546387,0.9580187797546387,0.049629129469394684
29,0.7909247279167175,0.7909247279167175,0.04667722061276436,0.8213542699813843,0.8213542699813843,0.04891146346926689
30,0.7869886159896851,0.7869886159896851,0.04656986519694328,1.1262482404708862,1.1262482404708862,0.05225649103522301
31,0.7730147242546082,0.7730147242546082,0.04593035578727722,0.8846537470817566,0.8846537470817566,0.04795566573739052
32,0.7686465978622437,0.7686465978622437,0.045678235590457916,0.9547257423400879,0.9547257423400879,0.05553213134407997
33,0.7698512673377991,0.7698512673377991,0.045643217861652374,0.7599776983261108,0.7599776983261108,0.04591649770736694
34,0.7526434063911438,0.7526434063911438,0.04489196836948395,0.9699634909629822,0.9699634909629822,0.05404242128133774
35,0.7567490935325623,0.7567490935325623,0.04499616101384163,0.9128127694129944,0.9128127694129944,0.0502302385866642
36,0.7384971976280212,0.7384971976280212,0.04423272982239723,0.7176560759544373,0.7176560759544373,0.04480963200330734
37,0.7336993217468262,0.7336993217468262,0.0438661091029644,0.7705110907554626,0.7705110907554626,0.0450456477701664
38,0.7447632551193237,0.7447632551193237,0.04438578709959984,0.9018071293830872,0.9018071293830872,0.05120343342423439
39,0.7430039048194885,0.7430039048194885,0.044167499989271164,0.8287036418914795,0.8287036418914795,0.04581495374441147
40,0.7318845987319946,0.7318845987319946,0.043918367475271225,0.7012587189674377,0.7012587189674377,0.045310717076063156
41,0.7302433252334595,0.7302433252334595,0.04380682110786438,0.8310776352882385,0.8310776352882385,0.046947721391916275
42,0.7249138355255127,0.7249138355255127,0.04322237893939018,0.8542681336402893,0.8542681336402893,0.04731093719601631
43,0.7161099314689636,0.7161099314689636,0.042980603873729706,0.6974802017211914,0.6974802017211914,0.042337916791439056
44,0.7157207727432251,0.7157207727432251,0.04311932250857353,0.9946158528327942,0.9946158528327942,0.04752703011035919
45,0.7141465544700623,0.7141465544700623,0.04278566315770149,0.8312377333641052,0.8312377333641052,0.045483533293008804
46,0.7114188075065613,0.7114188075065613,0.04275936633348465,0.7935498356819153,0.7935498356819153,0.045460183173418045
47,0.709414541721344,0.709414541721344,0.04254724085330963,0.8997191190719604,0.8997191190719604,0.05060417950153351
48,0.7023353576660156,0.7023353576660156,0.04224276915192604,0.8301618695259094,0.8301618695259094,0.045535147190093994
49,0.697542130947113,0.697542130947113,0.041992589831352234,0.8987658619880676,0.8987658619880676,0.04785583168268204
50,0.6980236768722534,0.6980236768722534,0.042118556797504425,0.9770269393920898,0.9770269393920898,0.049838367849588394
51,0.6943753957748413,0.6943753957748413,0.04173979535698891,0.8510342240333557,0.8510342240333557,0.04829384386539459
52,0.6822211742401123,0.6822211742401123,0.04135937988758087,0.9218681454658508,0.9218681454658508,0.04476989060640335
53,0.692730188369751,0.692730188369751,0.0417843796312809,0.9006428122520447,0.9006428122520447,0.05192897468805313
54,0.6864272952079773,0.6864272952079773,0.0416751466691494,0.8585762977600098,0.8585762977600098,0.04766480252146721
55,0.6829410195350647,0.6829410195350647,0.04132768511772156,0.687669575214386,0.687669575214386,0.042749546468257904
56,0.6867061853408813,0.6867061853408813,0.041465144604444504,0.8368357419967651,0.8368357419967651,0.04639754444360733
57,0.682165265083313,0.682165265083313,0.04140074923634529,0.8147549629211426,0.8147549629211426,0.04318026080727577
58,0.6730453372001648,0.6730453372001648,0.04060179740190506,0.748737633228302,0.748737633228302,0.04363670572638512
59,0.6703606843948364,0.6703606843948364,0.040746383368968964,0.8034849166870117,0.8034849166870117,0.04318661615252495
60,0.675674557685852,0.675674557685852,0.04079165309667587,0.92864590883255,0.92864590883255,0.04877212271094322
61,0.6719773411750793,0.6719773411750793,0.040791597217321396,0.7159111499786377,0.7159111499786377,0.03975442424416542
62,0.6638599038124084,0.6638599038124084,0.04047393053770065,0.743166983127594,0.743166983127594,0.04229345545172691
63,0.6662636399269104,0.6662636399269104,0.04049970209598541,0.8316901922225952,0.8316901922225952,0.04497833922505379
64,0.6625495553016663,0.6625495553016663,0.04032957926392555,0.9434905648231506,0.9434905648231506,0.04701976478099823
65,0.6658791303634644,0.6658791303634644,0.04058178514242172,0.8554058074951172,0.8554058074951172,0.04719507321715355
66,0.6560751795768738,0.6560751795768738,0.04008517786860466,0.8881393671035767,0.8881393671035767,0.04663476720452309
67,0.6493229269981384,0.6493229269981384,0.03971864655613899,1.0863020420074463,1.0863020420074463,0.0491144135594368
68,0.6519860625267029,0.6519860625267029,0.03965672478079796,0.8408547639846802,0.8408547639846802,0.042308494448661804
69,0.6571756601333618,0.6571756601333618,0.03993601351976395,0.8299300670623779,0.8299300670623779,0.04559086263179779
70,0.649917483329773,0.649917483329773,0.03981819748878479,0.7978087067604065,0.7978087067604065,0.04509442672133446
71,0.6548812985420227,0.6548812985420227,0.03970801457762718,0.7166143655776978,0.7166143655776978,0.040195681154727936
72,0.6428179740905762,0.6428179740905762,0.03937595710158348,0.7685678005218506,0.7685678005218506,0.040533266961574554
